Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
miami,2,100.0,0.0,34955929
members,1,0.0,100.0,553480874
yahoo,1,100.0,0.0,57461026
scared,1,0.0,100.0,92643660
disasters,1,0.0,100.0,48240104
multiculturalism,1,0.0,100.0,1430129144
economics,1,100.0,0.0,34955929
officers,4,0.0,100.0,28387976
officers,4,0.0,100.0,16579411
officers,4,0.0,100.0,565501978
officers,4,0.0,100.0,863113304
frontlines,1,0.0,100.0,56838981
demands,1,0.0,100.0,565501978
war,28,3.571428571428571,96.42857142857143,27944341
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,553480874
war,28,3.571428571428571,96.42857142857143,1292620070
war,28,3.571428571428571,96.42857142857143,27944341
war,28,3.571428571428571,96.42857142857143,20415005
war,28,3.571428571428571,96.42857142857143,27944341
war,28,3.571428571428571,96.42857142857143,766594368
war,28,3.571428571428571,96.42857142857143,565501978
war,28,3.571428571428571,96.42857142857143,20415005
war,28,3.571428571428571,96.42857142857143,20415005
war,28,3.571428571428571,96.42857142857143,457123526
war,28,3.571428571428571,96.42857142857143,20415005
war,28,3.571428571428571,96.42857142857143,887569722
war,28,3.571428571428571,96.42857142857143,20415005
war,28,3.571428571428571,96.42857142857143,2447898228
war,28,3.571428571428571,96.42857142857143,2447898228
war,28,3.571428571428571,96.42857142857143,56838981
war,28,3.571428571428571,96.42857142857143,27944341
wildfire,1,0.0,100.0,56838981
spokeswoman,1,0.0,100.0,863113304
fundamentalism,1,0.0,100.0,1309271143
touchstones,1,100.0,0.0,48240104
claim,4,0.0,100.0,16570951
claim,4,0.0,100.0,16570951
claim,4,0.0,100.0,2447898228
claim,4,0.0,100.0,33831682
boycotttarget,1,0.0,100.0,16579411
theoreillyfactor,1,0.0,100.0,2869158160
wonk,1,0.0,100.0,20415005
personality,1,0.0,100.0,56838981
angry,1,0.0,100.0,2447898228
bushs,1,0.0,100.0,92643660
pope,2,0.0,100.0,30980826
pope,2,0.0,100.0,1430129144
gitmo,2,0.0,100.0,16579411
gitmo,2,0.0,100.0,863113304
music,2,50.0,50.0,16579411
music,2,50.0,50.0,33831682
tr,1,100.0,0.0,48240104
conservativehq,1,0.0,100.0,3358621409
businessinsider,1,100.0,0.0,30980826
taayers,6,33.33333333333333,66.66666666666666,16579411
taayers,6,33.33333333333333,66.66666666666666,16579411
taayers,6,33.33333333333333,66.66666666666666,16579411
taayers,6,33.33333333333333,66.66666666666666,16579411
taayers,6,33.33333333333333,66.66666666666666,16579411
taayers,6,33.33333333333333,66.66666666666666,16579411
gov,9,11.11111111111111,88.88888888888889,56838981
gov,9,11.11111111111111,88.88888888888889,56838981
gov,9,11.11111111111111,88.88888888888889,56838981
gov,9,11.11111111111111,88.88888888888889,27944341
gov,9,11.11111111111111,88.88888888888889,565501978
gov,9,11.11111111111111,88.88888888888889,2447898228
gov,9,11.11111111111111,88.88888888888889,33831682
gov,9,11.11111111111111,88.88888888888889,56838981
gov,9,11.11111111111111,88.88888888888889,56838981
market,2,100.0,0.0,16579411
market,2,100.0,0.0,553480874
frontrunner,1,0.0,100.0,2782373709
fuck,10,0.0,100.0,402725136
fuck,10,0.0,100.0,753498337
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
fuck,10,0.0,100.0,33831682
well,1,0.0,100.0,553480874
amnesty,1,0.0,100.0,553480874
go,1,100.0,0.0,34955929
fb,1,0.0,100.0,863113304
venezuela,2,0.0,100.0,553480874
venezuela,2,0.0,100.0,553480874
carlyfiorina,4,0.0,100.0,16579411
carlyfiorina,4,0.0,100.0,863113304
carlyfiorina,4,0.0,100.0,3311276608
carlyfiorina,4,0.0,100.0,57461026
soap,1,0.0,100.0,553480874
wildlife,1,0.0,100.0,616303472
terrorism,9,0.0,100.0,718904023
terrorism,9,0.0,100.0,28802658
terrorism,9,0.0,100.0,56838981
terrorism,9,0.0,100.0,553480874
terrorism,9,0.0,100.0,92643660
terrorism,9,0.0,100.0,92643660
terrorism,9,0.0,100.0,92643660
terrorism,9,0.0,100.0,2447898228
terrorism,9,0.0,100.0,56838981
protection,2,0.0,100.0,863113304
protection,2,0.0,100.0,56838981
cali,1,100.0,0.0,56838981
democrats,104,0.0,100.0,177584156
democrats,104,0.0,100.0,2663115926
democrats,104,0.0,100.0,59511805
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,2869158160
democrats,104,0.0,100.0,2869158160
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,28387976
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,2869158160
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,1659062558
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,107801651
democrats,104,0.0,100.0,863113304
democrats,104,0.0,100.0,863113304
democrats,104,0.0,100.0,107801651
democrats,104,0.0,100.0,20415005
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,3311276608
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,36864149
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,553480874
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,2447898228
democrats,104,0.0,100.0,565501978
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
democrats,104,0.0,100.0,56838981
likes,4,25.0,75.0,56838981
likes,4,25.0,75.0,2342293747
likes,4,25.0,75.0,863113304
likes,4,25.0,75.0,565501978
stephenfhayes,3,0.0,100.0,16579411
stephenfhayes,3,0.0,100.0,16579411
stephenfhayes,3,0.0,100.0,887569722
escort,1,100.0,0.0,30043610
backers,1,100.0,0.0,2421964502
streets,7,0.0,100.0,56838981
streets,7,0.0,100.0,553480874
streets,7,0.0,100.0,553480874
streets,7,0.0,100.0,27944341
streets,7,0.0,100.0,565501978
streets,7,0.0,100.0,565501978
streets,7,0.0,100.0,33831682
zones,2,0.0,100.0,3000593912
zones,2,0.0,100.0,565501978
supertuesday,3,100.0,0.0,887569722
supertuesday,3,100.0,0.0,887569722
supertuesday,3,100.0,0.0,20415005
dream,1,100.0,0.0,193192630
study,1,0.0,100.0,56838981
artist,1,0.0,100.0,193192630
rand,1,0.0,100.0,2608084976
fed,1,0.0,100.0,16579411
voteredtx,1,100.0,0.0,56838981
follow,2,50.0,50.0,56838981
follow,2,50.0,50.0,2502484436
blacklivesmatter,1,0.0,100.0,863113304
thrill,4,100.0,0.0,34955929
thrill,4,100.0,0.0,34955929
thrill,4,100.0,0.0,34955929
thrill,4,100.0,0.0,34955929
r,18,0.0,100.0,26517251
r,18,0.0,100.0,553480874
r,18,0.0,100.0,553480874
r,18,0.0,100.0,1659062558
r,18,0.0,100.0,457123526
r,18,0.0,100.0,457123526
r,18,0.0,100.0,457123526
r,18,0.0,100.0,457123526
r,18,0.0,100.0,457123526
r,18,0.0,100.0,565501978
r,18,0.0,100.0,565501978
r,18,0.0,100.0,565501978
r,18,0.0,100.0,565501978
r,18,0.0,100.0,565501978
r,18,0.0,100.0,565501978
r,18,0.0,100.0,457123526
r,18,0.0,100.0,565501978
r,18,0.0,100.0,92643660
freebies,2,0.0,100.0,30980826
freebies,2,0.0,100.0,20415005
sheriff,3,33.33333333333333,66.66666666666666,2849377274
sheriff,3,33.33333333333333,66.66666666666666,565501978
sheriff,3,33.33333333333333,66.66666666666666,92643660
susan,1,0.0,100.0,33831682
brooks,1,0.0,100.0,565501978
circumstance,1,0.0,100.0,863113304
kndetweiler,1,0.0,100.0,107801651
mil,2,100.0,0.0,2933932956
mil,2,100.0,0.0,2933932956
hands,9,0.0,100.0,56838981
hands,9,0.0,100.0,863113304
hands,9,0.0,100.0,20415005
hands,9,0.0,100.0,34955929
hands,9,0.0,100.0,34955929
hands,9,0.0,100.0,2447898228
hands,9,0.0,100.0,56838981
hands,9,0.0,100.0,56838981
hands,9,0.0,100.0,56838981
husk,1,0.0,100.0,553480874
canada,2,50.0,50.0,260277195
canada,2,50.0,50.0,2447898228
laura,1,0.0,100.0,56838981
summit,2,50.0,50.0,107801651
summit,2,50.0,50.0,1697810262
cost,3,0.0,100.0,553480874
cost,3,0.0,100.0,863113304
cost,3,0.0,100.0,2447898228
prosecutors,1,0.0,100.0,553480874
diseases,1,0.0,100.0,56838981
monkeys,6,0.0,100.0,57461026
monkeys,6,0.0,100.0,57461026
monkeys,6,0.0,100.0,33831682
monkeys,6,0.0,100.0,33831682
monkeys,6,0.0,100.0,33831682
monkeys,6,0.0,100.0,33831682
hate,21,0.0,100.0,18774342
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,553480874
hate,21,0.0,100.0,457123526
hate,21,0.0,100.0,57461026
hate,21,0.0,100.0,20415005
hate,21,0.0,100.0,616303472
hate,21,0.0,100.0,2447898228
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
hate,21,0.0,100.0,56838981
reasons,2,50.0,50.0,616303472
reasons,2,50.0,50.0,565501978
books,5,20.0,80.0,553480874
books,5,20.0,80.0,565501978
books,5,20.0,80.0,863113304
books,5,20.0,80.0,3311276608
books,5,20.0,80.0,553480874
billionaire,3,0.0,100.0,126410996
billionaire,3,0.0,100.0,56838981
billionaire,3,0.0,100.0,126410996
teachers,1,0.0,100.0,56838981
gain,1,0.0,100.0,56838981
rioter,1,0.0,100.0,553480874
kinds,3,33.33333333333333,66.66666666666666,596857608
kinds,3,33.33333333333333,66.66666666666666,753498337
kinds,3,33.33333333333333,66.66666666666666,20415005
maduro,1,0.0,100.0,553480874
calfreedommom,1,100.0,0.0,33831682
anhqdc,1,0.0,100.0,2447898228
self,1,0.0,100.0,20415005
overdose,1,0.0,100.0,553480874
parkland,1,0.0,100.0,56838981
boring,1,0.0,100.0,887569722
ingrahamangle,1,0.0,100.0,56838981
energy,3,66.66666666666666,33.33333333333333,887569722
energy,3,66.66666666666666,33.33333333333333,193192630
energy,3,66.66666666666666,33.33333333333333,92643660
inners,2,0.0,100.0,20415005
inners,2,0.0,100.0,20415005
jonossoff,1,0.0,100.0,178863237
army,2,0.0,100.0,2869158160
army,2,0.0,100.0,56838981
remark,1,0.0,100.0,553480874
onward,1,100.0,0.0,34955929
movies,4,25.0,75.0,16579411
movies,4,25.0,75.0,753498337
movies,4,25.0,75.0,33831682
movies,4,25.0,75.0,33831682
pod,1,0.0,100.0,224333112
lunatics,1,0.0,100.0,16579411
apologize,1,0.0,100.0,57461026
vodka,2,50.0,50.0,20415005
vodka,2,50.0,50.0,20415005
hypocrisy,3,0.0,100.0,57461026
hypocrisy,3,0.0,100.0,2502484436
hypocrisy,3,0.0,100.0,565501978
shootings,2,0.0,100.0,1659062558
shootings,2,0.0,100.0,27944341
dominator,1,0.0,100.0,887569722
kennedy,1,0.0,100.0,16579411
toupee,2,0.0,100.0,1659062558
toupee,2,0.0,100.0,20415005
entity,1,0.0,100.0,20415005
civilization,3,0.0,100.0,553480874
civilization,3,0.0,100.0,553480874
civilization,3,0.0,100.0,2447898228
establishment,4,0.0,100.0,457123526
establishment,4,0.0,100.0,193192630
establishment,4,0.0,100.0,2447898228
establishment,4,0.0,100.0,33831682
liers,1,0.0,100.0,27944341
seanhannity,7,14.285714285714285,85.71428571428571,56838981
seanhannity,7,14.285714285714285,85.71428571428571,56838981
seanhannity,7,14.285714285714285,85.71428571428571,2608084976
seanhannity,7,14.285714285714285,85.71428571428571,2447898228
seanhannity,7,14.285714285714285,85.71428571428571,2447898228
seanhannity,7,14.285714285714285,85.71428571428571,56838981
seanhannity,7,14.285714285714285,85.71428571428571,56838981
latism,1,0.0,100.0,193192630
kenyans,1,100.0,0.0,753498337
senblumenthal,1,0.0,100.0,56838981
millionaires,1,0.0,100.0,30980826
regards,2,0.0,100.0,2869158160
regards,2,0.0,100.0,2869158160
ashleyedam,1,0.0,100.0,33831682
consequence,2,50.0,50.0,37293223
consequence,2,50.0,50.0,553480874
degree,2,50.0,50.0,33831682
degree,2,50.0,50.0,33831682
racketeers,2,0.0,100.0,553480874
racketeers,2,0.0,100.0,553480874
thought,1,0.0,100.0,1616176478
bored,1,0.0,100.0,30980826
hahaha,3,33.33333333333333,66.66666666666666,938528232
hahaha,3,33.33333333333333,66.66666666666666,33831682
hahaha,3,33.33333333333333,66.66666666666666,33831682
pact,2,0.0,100.0,553480874
pact,2,0.0,100.0,553480874
obedience,1,0.0,100.0,553480874
defenders,1,0.0,100.0,753498337
libtards,13,7.6923076923076925,92.3076923076923,753498337
libtards,13,7.6923076923076925,92.3076923076923,753498337
libtards,13,7.6923076923076925,92.3076923076923,753498337
libtards,13,7.6923076923076925,92.3076923076923,753498337
libtards,13,7.6923076923076925,92.3076923076923,753498337
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
libtards,13,7.6923076923076925,92.3076923076923,92643660
supporters,18,5.555555555555555,94.44444444444444,553480874
supporters,18,5.555555555555555,94.44444444444444,553480874
supporters,18,5.555555555555555,94.44444444444444,553480874
supporters,18,5.555555555555555,94.44444444444444,553480874
supporters,18,5.555555555555555,94.44444444444444,193192630
supporters,18,5.555555555555555,94.44444444444444,457123526
supporters,18,5.555555555555555,94.44444444444444,193192630
supporters,18,5.555555555555555,94.44444444444444,20415005
supporters,18,5.555555555555555,94.44444444444444,3311276608
supporters,18,5.555555555555555,94.44444444444444,357625948
supporters,18,5.555555555555555,94.44444444444444,1292620070
supporters,18,5.555555555555555,94.44444444444444,193192630
supporters,18,5.555555555555555,94.44444444444444,193192630
supporters,18,5.555555555555555,94.44444444444444,2842797465
supporters,18,5.555555555555555,94.44444444444444,2447898228
