Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
pos,18,5.555555555555555,94.44444444444444,56838981
pos,18,5.555555555555555,94.44444444444444,56838981
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,565501978
pos,18,5.555555555555555,94.44444444444444,553480874
pos,18,5.555555555555555,94.44444444444444,56838981
bernie,5,0.0,100.0,56838981
bernie,5,0.0,100.0,3311276608
bernie,5,0.0,100.0,2447898228
bernie,5,0.0,100.0,56838981
bernie,5,0.0,100.0,33831682
gays,1,0.0,100.0,33831682
southampton,1,0.0,100.0,193192630
sh,1,0.0,100.0,565501978
girl,2,100.0,0.0,3352331979
girl,2,100.0,0.0,565501978
split,1,0.0,100.0,16579411
catholicism,1,0.0,100.0,553480874
needs,2,50.0,50.0,16579411
needs,2,50.0,50.0,457123526
aft,1,0.0,100.0,16579411
beliefs,2,0.0,100.0,25794695
beliefs,2,0.0,100.0,25794695
turn,2,0.0,100.0,57461026
turn,2,0.0,100.0,20415005
kathygriffin,1,0.0,100.0,33831682
deals,3,0.0,100.0,56838981
deals,3,0.0,100.0,565501978
deals,3,0.0,100.0,457123526
fires,2,0.0,100.0,183399458
fires,2,0.0,100.0,56838981
choice,12,25.0,75.0,56838981
choice,12,25.0,75.0,553480874
choice,12,25.0,75.0,553480874
choice,12,25.0,75.0,16579411
choice,12,25.0,75.0,16579411
choice,12,25.0,75.0,565501978
choice,12,25.0,75.0,887569722
choice,12,25.0,75.0,863113304
choice,12,25.0,75.0,887569722
choice,12,25.0,75.0,938528232
choice,12,25.0,75.0,3311276608
choice,12,25.0,75.0,33831682
carrier,1,0.0,100.0,20415005
comparison,1,0.0,100.0,887569722
charlotte,1,0.0,100.0,863113304
fu,1,0.0,100.0,178863237
politiciansfamily,1,0.0,100.0,56838981
vicky1,1,100.0,0.0,107801651
cover,2,0.0,100.0,56838981
cover,2,0.0,100.0,92643660
sabotage,1,0.0,100.0,92643660
smile,2,50.0,50.0,294431458
smile,2,50.0,50.0,565501978
tactic,2,0.0,100.0,553480874
tactic,2,0.0,100.0,33831682
name,9,0.0,100.0,553480874
name,9,0.0,100.0,565501978
name,9,0.0,100.0,36864149
name,9,0.0,100.0,1659062558
name,9,0.0,100.0,3352331979
name,9,0.0,100.0,2421964502
name,9,0.0,100.0,14314844
name,9,0.0,100.0,56838981
name,9,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
frauds,22,0.0,100.0,56838981
world,33,42.42424242424242,57.57575757575758,2830642691
world,33,42.42424242424242,57.57575757575758,553480874
world,33,42.42424242424242,57.57575757575758,56838981
world,33,42.42424242424242,57.57575757575758,48240104
world,33,42.42424242424242,57.57575757575758,28387976
world,33,42.42424242424242,57.57575757575758,457123526
world,33,42.42424242424242,57.57575757575758,565501978
world,33,42.42424242424242,57.57575757575758,20415005
world,33,42.42424242424242,57.57575757575758,457123526
world,33,42.42424242424242,57.57575757575758,753498337
world,33,42.42424242424242,57.57575757575758,3358621409
world,33,42.42424242424242,57.57575757575758,457123526
world,33,42.42424242424242,57.57575757575758,16579411
world,33,42.42424242424242,57.57575757575758,565501978
world,33,42.42424242424242,57.57575757575758,30980826
world,33,42.42424242424242,57.57575757575758,2502484436
world,33,42.42424242424242,57.57575757575758,16579411
world,33,42.42424242424242,57.57575757575758,2447898228
world,33,42.42424242424242,57.57575757575758,2447898228
world,33,42.42424242424242,57.57575757575758,28387976
world,33,42.42424242424242,57.57575757575758,2447898228
world,33,42.42424242424242,57.57575757575758,92643660
world,33,42.42424242424242,57.57575757575758,92643660
world,33,42.42424242424242,57.57575757575758,92643660
world,33,42.42424242424242,57.57575757575758,92643660
world,33,42.42424242424242,57.57575757575758,34955929
world,33,42.42424242424242,57.57575757575758,34955929
world,33,42.42424242424242,57.57575757575758,34955929
world,33,42.42424242424242,57.57575757575758,2447898228
world,33,42.42424242424242,57.57575757575758,2447898228
world,33,42.42424242424242,57.57575757575758,33831682
world,33,42.42424242424242,57.57575757575758,33831682
world,33,42.42424242424242,57.57575757575758,33831682
sb1140,1,0.0,100.0,565501978
chuck,3,0.0,100.0,553480874
chuck,3,0.0,100.0,457123526
chuck,3,0.0,100.0,553480874
boss,3,0.0,100.0,2502484436
boss,3,0.0,100.0,16579411
boss,3,0.0,100.0,14314844
mentors,1,0.0,100.0,56838981
themoney,1,0.0,100.0,553480874
jhonnypineda,1,0.0,100.0,16579411
sean,1,100.0,0.0,56838981
threats,4,0.0,100.0,56838981
threats,4,0.0,100.0,56838981
threats,4,0.0,100.0,553480874
threats,4,0.0,100.0,56838981
inmates,1,0.0,100.0,553480874
cheating,1,0.0,100.0,553480874
insurance,1,0.0,100.0,553480874
cattle,1,0.0,100.0,553480874
weasel,1,0.0,100.0,2447898228
focus,4,25.0,75.0,56838981
focus,4,25.0,75.0,56838981
focus,4,25.0,75.0,48240104
focus,4,25.0,75.0,28387976
knives,1,0.0,100.0,553480874
agreement,1,0.0,100.0,33831682
fitness,3,66.66666666666666,33.33333333333333,14314844
fitness,3,66.66666666666666,33.33333333333333,33831682
fitness,3,66.66666666666666,33.33333333333333,33831682
byrontau,1,0.0,100.0,3352331979
election,20,15.0,85.0,553480874
election,20,15.0,85.0,92643660
election,20,15.0,85.0,1659062558
election,20,15.0,85.0,753498337
election,20,15.0,85.0,565501978
election,20,15.0,85.0,193192630
election,20,15.0,85.0,24294066
election,20,15.0,85.0,887569722
election,20,15.0,85.0,92643660
election,20,15.0,85.0,34955929
election,20,15.0,85.0,34955929
election,20,15.0,85.0,92643660
election,20,15.0,85.0,753498337
election,20,15.0,85.0,92643660
election,20,15.0,85.0,33831682
election,20,15.0,85.0,2447898228
election,20,15.0,85.0,33831682
election,20,15.0,85.0,33831682
election,20,15.0,85.0,33831682
election,20,15.0,85.0,92643660
delays,1,0.0,100.0,56838981
scarborough,2,0.0,100.0,20415005
scarborough,2,0.0,100.0,92643660
children,26,7.6923076923076925,92.3076923076923,1687003296
children,26,7.6923076923076925,92.3076923076923,553480874
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,565501978
children,26,7.6923076923076925,92.3076923076923,30043610
children,26,7.6923076923076925,92.3076923076923,28387976
children,26,7.6923076923076925,92.3076923076923,57461026
children,26,7.6923076923076925,92.3076923076923,57461026
children,26,7.6923076923076925,92.3076923076923,2447898228
children,26,7.6923076923076925,92.3076923076923,2447898228
children,26,7.6923076923076925,92.3076923076923,553480874
children,26,7.6923076923076925,92.3076923076923,553480874
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
children,26,7.6923076923076925,92.3076923076923,56838981
hardball,2,0.0,100.0,193192630
hardball,2,0.0,100.0,193192630
stupidity,43,0.0,100.0,2869158160
stupidity,43,0.0,100.0,27944341
stupidity,43,0.0,100.0,16579411
stupidity,43,0.0,100.0,16579411
stupidity,43,0.0,100.0,565501978
stupidity,43,0.0,100.0,16579411
stupidity,43,0.0,100.0,565501978
stupidity,43,0.0,100.0,57461026
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,56838981
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
stupidity,43,0.0,100.0,33831682
insistence,1,0.0,100.0,553480874
yemen,1,100.0,0.0,2502484436
warning,1,0.0,100.0,553480874
turning,1,100.0,0.0,33831682
shameful,3,0.0,100.0,2502484436
shameful,3,0.0,100.0,2502484436
shameful,3,0.0,100.0,2502484436
objectivity,1,0.0,100.0,457123526
chrischristie,1,0.0,100.0,1430129144
russiahoax,2,0.0,100.0,56838981
russiahoax,2,0.0,100.0,56838981
baggage,2,0.0,100.0,34955929
baggage,2,0.0,100.0,34955929
paradise,3,66.66666666666666,33.33333333333333,553480874
paradise,3,66.66666666666666,33.33333333333333,553480874
paradise,3,66.66666666666666,33.33333333333333,2447898228
race,18,0.0,100.0,2869158160
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,887569722
race,18,0.0,100.0,3311276608
race,18,0.0,100.0,16579411
race,18,0.0,100.0,3358621409
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,16579411
race,18,0.0,100.0,887569722
race,18,0.0,100.0,1430129144
race,18,0.0,100.0,20415005
race,18,0.0,100.0,3311276608
b*tch,1,0.0,100.0,56838981
bills,5,0.0,100.0,553480874
bills,5,0.0,100.0,16579411
bills,5,0.0,100.0,16579411
bills,5,0.0,100.0,2447898228
bills,5,0.0,100.0,2447898228
data,2,0.0,100.0,304185897
data,2,0.0,100.0,304185897
cronies,2,0.0,100.0,887569722
cronies,2,0.0,100.0,3311276608
billions,5,0.0,100.0,56838981
billions,5,0.0,100.0,56838981
billions,5,0.0,100.0,56838981
billions,5,0.0,100.0,553480874
billions,5,0.0,100.0,34955929
carrie,1,0.0,100.0,24294066
tuckercarlson,3,0.0,100.0,56838981
tuckercarlson,3,0.0,100.0,2447898228
tuckercarlson,3,0.0,100.0,56838981
’,2,0.0,100.0,553480874
’,2,0.0,100.0,553480874
liberalism,14,0.0,100.0,753498337
liberalism,14,0.0,100.0,177584156
liberalism,14,0.0,100.0,56838981
liberalism,14,0.0,100.0,753498337
liberalism,14,0.0,100.0,753498337
liberalism,14,0.0,100.0,553480874
liberalism,14,0.0,100.0,92643660
liberalism,14,0.0,100.0,553480874
liberalism,14,0.0,100.0,92643660
liberalism,14,0.0,100.0,553480874
liberalism,14,0.0,100.0,92643660
liberalism,14,0.0,100.0,56838981
liberalism,14,0.0,100.0,56838981
liberalism,14,0.0,100.0,56838981
pic,3,0.0,100.0,515728731
pic,3,0.0,100.0,193192630
pic,3,0.0,100.0,92643660
collapse,1,0.0,100.0,3000593912
suffering,1,0.0,100.0,553480874
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
trumpfavored,10,100.0,0.0,34955929
gang,1,0.0,100.0,553480874
mittromney,2,0.0,100.0,887569722
mittromney,2,0.0,100.0,887569722
coasts,1,0.0,100.0,16579411
inefficiencies,1,0.0,100.0,193192630
candidacy,3,0.0,100.0,49360369
candidacy,3,0.0,100.0,49360369
candidacy,3,0.0,100.0,3000593912
stop,9,0.0,100.0,2216532829
stop,9,0.0,100.0,56838981
stop,9,0.0,100.0,56838981
stop,9,0.0,100.0,56838981
stop,9,0.0,100.0,20415005
stop,9,0.0,100.0,92643660
stop,9,0.0,100.0,56838981
stop,9,0.0,100.0,56838981
stop,9,0.0,100.0,56838981
daca,3,0.0,100.0,193192630
daca,3,0.0,100.0,56838981
daca,3,0.0,100.0,863113304
discussion,1,0.0,100.0,553480874
rubiogasms,1,0.0,100.0,87878811
assassination,1,0.0,100.0,553480874
folks!dont,1,0.0,100.0,565501978
ari,1,100.0,0.0,80605638
hoobastank,2,0.0,100.0,3352331979
hoobastank,2,0.0,100.0,3352331979
cruz,16,12.5,87.5,565501978
cruz,16,12.5,87.5,20415005
cruz,16,12.5,87.5,865780110
cruz,16,12.5,87.5,865780110
cruz,16,12.5,87.5,457123526
cruz,16,12.5,87.5,753498337
cruz,16,12.5,87.5,20415005
cruz,16,12.5,87.5,457123526
cruz,16,12.5,87.5,48240104
cruz,16,12.5,87.5,565501978
cruz,16,12.5,87.5,20415005
cruz,16,12.5,87.5,753498337
cruz,16,12.5,87.5,753498337
cruz,16,12.5,87.5,3311276608
cruz,16,12.5,87.5,20415005
cruz,16,12.5,87.5,193192630
intentions,4,25.0,75.0,938528232
intentions,4,25.0,75.0,553480874
intentions,4,25.0,75.0,2447898228
intentions,4,25.0,75.0,33831682
salamander,1,0.0,100.0,107801651
benefits,4,25.0,75.0,1616176478
benefits,4,25.0,75.0,30980826
benefits,4,25.0,75.0,2447898228
benefits,4,25.0,75.0,33831682
store,3,100.0,0.0,177846348
store,3,100.0,0.0,1701231847
store,3,100.0,0.0,1701231847
rhetoric,4,0.0,100.0,56838981
rhetoric,4,0.0,100.0,565501978
rhetoric,4,0.0,100.0,16579411
rhetoric,4,0.0,100.0,193192630
lampshades,1,0.0,100.0,553480874
bot,1,0.0,100.0,56838981
madness,1,0.0,100.0,16579411
fisa,1,0.0,100.0,92643660
ancestry,1,0.0,100.0,2447898228
latins,1,0.0,100.0,48240104
jebbush,6,16.666666666666664,83.33333333333334,193192630
jebbush,6,16.666666666666664,83.33333333333334,193192630
jebbush,6,16.666666666666664,83.33333333333334,193192630
jebbush,6,16.666666666666664,83.33333333333334,887569722
jebbush,6,16.666666666666664,83.33333333333334,87878811
jebbush,6,16.666666666666664,83.33333333333334,938528232
street,1,0.0,100.0,553480874
beat,1,0.0,100.0,2447898228
limelight,1,0.0,100.0,16579411
americaonpoint,1,100.0,0.0,863113304
heck,1,0.0,100.0,33831682
watergate,2,0.0,100.0,457123526
watergate,2,0.0,100.0,178863237
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,553480874
senator,11,9.090909090909092,90.9090909090909,20415005
destroy,2,0.0,100.0,753498337
destroy,2,0.0,100.0,2447898228
donaldjtrumpjr,2,50.0,50.0,56838981
donaldjtrumpjr,2,50.0,50.0,56838981
hav,1,0.0,100.0,107801651
gordonramsay,1,0.0,100.0,1659062558
scoop,1,0.0,100.0,565501978
eect,1,100.0,0.0,34955929
eu,1,0.0,100.0,33831682
pardons,1,0.0,100.0,2447898228
sister,1,0.0,100.0,20415005
corruption,14,0.0,100.0,56838981
corruption,14,0.0,100.0,56838981
corruption,14,0.0,100.0,56838981
corruption,14,0.0,100.0,27944341
corruption,14,0.0,100.0,27944341
corruption,14,0.0,100.0,16579411
corruption,14,0.0,100.0,565501978
corruption,14,0.0,100.0,565501978
corruption,14,0.0,100.0,1616176478
corruption,14,0.0,100.0,863113304
corruption,14,0.0,100.0,2447898228
corruption,14,0.0,100.0,1447960080
corruption,14,0.0,100.0,92643660
corruption,14,0.0,100.0,56838981
husband,1,100.0,0.0,56838981
illegalsinvasion,1,0.0,100.0,16579411
value,1,0.0,100.0,1292620070
wallace,2,0.0,100.0,887569722
wallace,2,0.0,100.0,553480874
product,1,0.0,100.0,56838981
stand,1,0.0,100.0,1292620070
wad,2,0.0,100.0,863113304
wad,2,0.0,100.0,616303472
excuse,7,0.0,100.0,553480874
excuse,7,0.0,100.0,16579411
excuse,7,0.0,100.0,887569722
excuse,7,0.0,100.0,2447898228
excuse,7,0.0,100.0,2447898228
excuse,7,0.0,100.0,33831682
excuse,7,0.0,100.0,553480874
carolina,2,0.0,100.0,20415005
carolina,2,0.0,100.0,92643660
someones,2,0.0,100.0,289107079
someones,2,0.0,100.0,20415005
necklace,1,100.0,0.0,863113304
pelosi,3,0.0,100.0,553480874
pelosi,3,0.0,100.0,553480874
pelosi,3,0.0,100.0,92643660
lightweight,1,0.0,100.0,865780110
insanity,10,0.0,100.0,565501978
insanity,10,0.0,100.0,565501978
insanity,10,0.0,100.0,565501978
insanity,10,0.0,100.0,565501978
insanity,10,0.0,100.0,565501978
insanity,10,0.0,100.0,178863237
insanity,10,0.0,100.0,178863237
insanity,10,0.0,100.0,178863237
insanity,10,0.0,100.0,178863237
insanity,10,0.0,100.0,178863237
volunteers,1,0.0,100.0,16579411
disruptors,1,0.0,100.0,3311276608
maria,1,0.0,100.0,56838981
offensive,1,0.0,100.0,863113304
constitution,14,28.57142857142857,71.42857142857143,49671976
constitution,14,28.57142857142857,71.42857142857143,59380474
constitution,14,28.57142857142857,71.42857142857143,27944341
constitution,14,28.57142857142857,71.42857142857143,16579411
constitution,14,28.57142857142857,71.42857142857143,16579411
constitution,14,28.57142857142857,71.42857142857143,887569722
constitution,14,28.57142857142857,71.42857142857143,16579411
constitution,14,28.57142857142857,71.42857142857143,3311276608
constitution,14,28.57142857142857,71.42857142857143,16579411
constitution,14,28.57142857142857,71.42857142857143,2447898228
constitution,14,28.57142857142857,71.42857142857143,2447898228
constitution,14,28.57142857142857,71.42857142857143,2447898228
constitution,14,28.57142857142857,71.42857142857143,2447898228
constitution,14,28.57142857142857,71.42857142857143,34955929
electorate,2,0.0,100.0,16579411
electorate,2,0.0,100.0,3311276608
recording,1,100.0,0.0,193192630
justice,6,16.666666666666664,83.33333333333334,553480874
justice,6,16.666666666666664,83.33333333333334,553480874
justice,6,16.666666666666664,83.33333333333334,28387976
justice,6,16.666666666666664,83.33333333333334,1292620070
justice,6,16.666666666666664,83.33333333333334,2447898228
justice,6,16.666666666666664,83.33333333333334,553480874
guts,6,0.0,100.0,16579411
guts,6,0.0,100.0,2421964502
guts,6,0.0,100.0,887569722
guts,6,0.0,100.0,887569722
guts,6,0.0,100.0,20415005
guts,6,0.0,100.0,92643660
subcontractors,1,0.0,100.0,16579411
walker,6,0.0,100.0,20415005
walker,6,0.0,100.0,3311276608
walker,6,0.0,100.0,887569722
walker,6,0.0,100.0,887569722
walker,6,0.0,100.0,887569722
walker,6,0.0,100.0,887569722
violence,16,0.0,100.0,28802658
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,56838981
violence,16,0.0,100.0,863113304
violence,16,0.0,100.0,2447898228
violence,16,0.0,100.0,2447898228
violence,16,0.0,100.0,863113304
violence,16,0.0,100.0,34955929
violence,16,0.0,100.0,34955929
violence,16,0.0,100.0,2447898228
violence,16,0.0,100.0,33831682
violence,16,0.0,100.0,33831682
sh*t,1,0.0,100.0,56838981
excuses,5,0.0,100.0,553480874
excuses,5,0.0,100.0,1292620070
excuses,5,0.0,100.0,1292620070
excuses,5,0.0,100.0,193192630
excuses,5,0.0,100.0,2869158160
wallets,1,0.0,100.0,2421964502
events,2,0.0,100.0,553480874
events,2,0.0,100.0,20415005
curtain,1,0.0,100.0,553480874
run,1,0.0,100.0,20415005
lgbt,3,33.33333333333333,66.66666666666666,1687003296
lgbt,3,33.33333333333333,66.66666666666666,2447898228
lgbt,3,33.33333333333333,66.66666666666666,2447898228
animals,2,0.0,100.0,2447898228
animals,2,0.0,100.0,2447898228
bomber,1,0.0,100.0,56838981
objective,1,0.0,100.0,553480874
masks,2,0.0,100.0,553480874
masks,2,0.0,100.0,553480874
deviants,2,0.0,100.0,28387976
deviants,2,0.0,100.0,28387976
maniacs,1,0.0,100.0,457123526
tossup,1,0.0,100.0,92643660
paper,4,0.0,100.0,883367492
paper,4,0.0,100.0,553480874
paper,4,0.0,100.0,107801651
paper,4,0.0,100.0,16579411
foreign,1,0.0,100.0,56838981
hospitalization,1,0.0,100.0,56838981
preparers,1,0.0,100.0,20415005
bihday,1,100.0,0.0,92643660
cages,1,0.0,100.0,553480874
judge,4,0.0,100.0,553480874
judge,4,0.0,100.0,16579411
judge,4,0.0,100.0,904176902
judge,4,0.0,100.0,33831682
freedomworks,6,100.0,0.0,16579411
freedomworks,6,100.0,0.0,16579411
freedomworks,6,100.0,0.0,16579411
freedomworks,6,100.0,0.0,16579411
freedomworks,6,100.0,0.0,16579411
freedomworks,6,100.0,0.0,16579411
journalism,3,33.33333333333333,66.66666666666666,553480874
journalism,3,33.33333333333333,66.66666666666666,56838981
journalism,3,33.33333333333333,66.66666666666666,28387976
country?wakeupamerica,1,0.0,100.0,863113304
prolegalimmigration,1,0.0,100.0,56838981
republicandebate,1,0.0,100.0,2869158160
kuwait,1,0.0,100.0,20415005
attorneys,1,0.0,100.0,553480874
clue,2,0.0,100.0,863113304
clue,2,0.0,100.0,33831682
hats,1,0.0,100.0,56838981
believable,1,100.0,0.0,565501978
wage,2,0.0,100.0,16579411
wage,2,0.0,100.0,33831682
nbcsnl,1,100.0,0.0,193192630
geithner,1,0.0,100.0,92643660
stunt,2,0.0,100.0,553480874
stunt,2,0.0,100.0,20415005
workng,1,0.0,100.0,56838981
justifies,1,0.0,100.0,904176902
mexicans,24,0.0,100.0,144041038
mexicans,24,0.0,100.0,16570951
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,1538792221
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,20415005
mexicans,24,0.0,100.0,48240104
mexicans,24,0.0,100.0,14314844
mexicans,24,0.0,100.0,144041038
mexicans,24,0.0,100.0,48009323
mexicans,24,0.0,100.0,16570951
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,938272970
mexicans,24,0.0,100.0,1538792221
mexicans,24,0.0,100.0,2447898228
mexicans,24,0.0,100.0,2447898228
mexicans,24,0.0,100.0,2447898228
mexicans,24,0.0,100.0,2447898228
mountain,1,100.0,0.0,3311276608
concept,5,0.0,100.0,107801651
concept,5,0.0,100.0,49360369
concept,5,0.0,100.0,2502484436
concept,5,0.0,100.0,457123526
concept,5,0.0,100.0,2447898228
barracudamama,1,0.0,100.0,565501978
ok,5,40.0,60.0,28802658
ok,5,40.0,60.0,56838981
ok,5,40.0,60.0,3352331979
ok,5,40.0,60.0,1697810262
ok,5,40.0,60.0,3311276608
la,4,25.0,75.0,553480874
la,4,25.0,75.0,3311276608
la,4,25.0,75.0,92643660
la,4,25.0,75.0,34955929
france,4,50.0,50.0,28802658
france,4,50.0,50.0,553480874
france,4,50.0,50.0,2447898228
france,4,50.0,50.0,2447898228
melt,1,0.0,100.0,92643660
bull,1,100.0,0.0,87878811
tracy,1,0.0,100.0,33831682
liberties,2,0.0,100.0,553480874
liberties,2,0.0,100.0,107801651
laziness,1,0.0,100.0,2447898228
sandwich,1,0.0,100.0,48240104
law,44,13.636363636363635,86.36363636363636,2943508337
law,44,13.636363636363635,86.36363636363636,1299305076
law,44,13.636363636363635,86.36363636363636,117454986
law,44,13.636363636363635,86.36363636363636,56838981
law,44,13.636363636363635,86.36363636363636,56838981
law,44,13.636363636363635,86.36363636363636,56838981
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,48240104
law,44,13.636363636363635,86.36363636363636,753498337
law,44,13.636363636363635,86.36363636363636,16579411
law,44,13.636363636363635,86.36363636363636,3255718752
law,44,13.636363636363635,86.36363636363636,28387976
law,44,13.636363636363635,86.36363636363636,3000593912
law,44,13.636363636363635,86.36363636363636,1616176478
law,44,13.636363636363635,86.36363636363636,20415005
law,44,13.636363636363635,86.36363636363636,57461026
law,44,13.636363636363635,86.36363636363636,565501978
law,44,13.636363636363635,86.36363636363636,863113304
law,44,13.636363636363635,86.36363636363636,565501978
law,44,13.636363636363635,86.36363636363636,1292620070
law,44,13.636363636363635,86.36363636363636,1292620070
law,44,13.636363636363635,86.36363636363636,1292620070
law,44,13.636363636363635,86.36363636363636,863113304
law,44,13.636363636363635,86.36363636363636,1616176478
law,44,13.636363636363635,86.36363636363636,20415005
law,44,13.636363636363635,86.36363636363636,2447898228
law,44,13.636363636363635,86.36363636363636,2447898228
law,44,13.636363636363635,86.36363636363636,34955929
law,44,13.636363636363635,86.36363636363636,34955929
law,44,13.636363636363635,86.36363636363636,33831682
law,44,13.636363636363635,86.36363636363636,56838981
law,44,13.636363636363635,86.36363636363636,33831682
law,44,13.636363636363635,86.36363636363636,33831682
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,553480874
law,44,13.636363636363635,86.36363636363636,56838981
law,44,13.636363636363635,86.36363636363636,56838981
prostitute,1,0.0,100.0,2447898228
danaperino,3,0.0,100.0,946406934
danaperino,3,0.0,100.0,2869158160
danaperino,3,0.0,100.0,2869158160
personalities,1,0.0,100.0,2342293747
